alert_type,source_ip_risk,user_risk_score,failed_login_count_24h,geo_impossible_travel,asset_criticality,historical_false_positive_rate,priority
other,0.5115,0.6028,1,0,medium,0.8226,medium
brute_force,0.4351,0.3163,1,0,medium,0.7659,medium
malware,0.2341,0.1833,1,0,low,0.3774,low
malware,0.2979,0.4186,5,0,low,0.481,medium
data_exfil,0.1147,0.6137,6,0,high,0.4982,medium
brute_force,0.0,0.0,6,0,medium,0.4057,medium
data_exfil,0.1363,0.0755,11,1,low,0.7344,medium
brute_force,0.1425,0.3212,4,0,low,0.7103,low
data_exfil,0.2316,0.7783,10,0,medium,0.727,medium
data_exfil,0.8398,0.5778,7,0,medium,0.8629,medium
brute_force,0.3785,0.4341,9,0,low,0.5789,low
data_exfil,0.1987,0.1899,3,0,low,0.8718,low
suspicious_login,0.2915,0.2461,11,0,high,0.4574,high
other,0.3874,0.3434,6,0,low,0.2662,medium
other,0.0784,0.1758,4,1,low,0.3127,low
other,0.4037,0.3381,1,0,high,0.6331,high
suspicious_login,0.4296,0.1986,3,0,low,0.4824,low
malware,0.2863,0.4855,2,0,high,0.9638,high
data_exfil,0.0935,0.0,1,0,low,0.9153,low
brute_force,0.453,0.3628,2,0,low,0.6016,low
other,0.786,0.7702,5,0,medium,0.6866,high
data_exfil,0.3617,0.4311,1,0,low,0.8549,low
malware,0.5143,0.659,0,0,low,0.4286,low
brute_force,0.1272,0.0671,0,0,medium,0.4908,low
malware,0.1779,0.1695,0,0,medium,0.6527,low
brute_force,0.0472,0.0,4,0,low,0.7792,low
malware,0.1268,0.3654,7,0,high,0.6784,high
malware,0.4599,0.2774,2,0,low,0.4236,low
other,0.0,0.1764,3,1,high,0.2475,high
other,0.3625,0.5042,2,1,medium,0.7598,medium
malware,0.3352,0.0,6,0,medium,0.6484,medium
other,0.3302,0.4321,3,0,medium,0.3612,high
brute_force,0.1989,0.5509,12,0,medium,0.7448,medium
data_exfil,0.3825,0.3832,2,1,low,0.8323,medium
suspicious_login,0.4074,0.699,6,1,medium,0.5201,high
malware,0.0942,0.0,1,0,high,0.7801,medium
malware,0.5708,0.5028,2,0,high,0.6128,high
brute_force,0.4446,0.2077,4,0,low,0.615,low
other,0.7195,0.8021,3,0,medium,0.6273,high
brute_force,0.8293,0.638,15,0,medium,0.7728,high
suspicious_login,0.3058,0.138,3,0,low,0.4789,medium
brute_force,0.47,0.0792,6,0,low,0.7561,low
malware,0.4947,0.6821,5,0,medium,0.6314,medium
suspicious_login,0.5203,0.5694,1,0,high,0.6836,high
other,0.4551,0.2312,1,0,medium,0.8972,medium
brute_force,0.3046,0.0953,2,0,medium,0.342,medium
suspicious_login,0.2793,0.2304,1,0,medium,0.4918,low
malware,0.6404,0.4022,3,0,high,0.495,high
malware,0.4102,0.2892,8,0,medium,0.2576,high
malware,0.7027,0.5211,2,0,medium,0.4118,medium
data_exfil,0.5417,0.2394,1,0,low,0.9217,low
data_exfil,0.265,0.3613,4,0,medium,0.7411,medium
brute_force,0.0,0.0,1,1,medium,0.2777,low
other,0.3667,0.546,7,0,high,0.6799,high
brute_force,0.1483,0.0981,3,0,low,0.901,low
brute_force,0.4613,0.1919,3,0,medium,0.5503,medium
malware,0.0,0.1964,11,1,medium,0.7473,medium
brute_force,0.2892,0.4978,7,0,medium,0.6184,high
data_exfil,0.3422,0.5838,4,1,high,0.5522,high
malware,0.0711,0.1572,14,0,low,0.8223,low
brute_force,0.4994,0.1184,2,1,high,0.4972,high
suspicious_login,0.1297,0.2117,2,0,low,0.6699,low
other,0.1963,0.042,1,0,high,0.9763,medium
suspicious_login,0.6026,0.3305,0,0,low,0.729,low
other,0.0471,0.0,11,0,medium,0.4615,low
data_exfil,0.2722,0.1092,6,0,high,0.2651,medium
brute_force,0.6784,0.2636,14,0,low,0.7531,medium
data_exfil,0.283,0.0534,11,0,medium,0.633,medium
malware,0.2485,0.0975,3,0,high,0.7214,medium
data_exfil,0.2592,0.1436,1,0,low,0.8525,low
brute_force,0.2407,0.1177,2,0,medium,0.3322,medium
brute_force,0.1978,0.2033,11,0,low,0.274,low
data_exfil,0.0,0.2167,9,1,low,0.2671,medium
data_exfil,0.2327,0.4475,3,0,medium,0.4907,medium
suspicious_login,0.0,0.1758,3,0,low,0.7129,low
data_exfil,0.0,0.0456,5,0,low,0.6453,low
data_exfil,0.5557,0.5323,1,0,low,0.6414,low
suspicious_login,0.1079,0.0332,0,0,medium,0.0938,low
brute_force,0.0,0.2956,11,0,low,0.2986,low
malware,0.2749,0.1721,10,0,medium,0.5411,medium
data_exfil,0.4874,0.5468,4,0,medium,0.8652,medium
brute_force,0.0274,0.2835,18,0,low,0.9017,low
malware,0.1724,0.1743,3,0,medium,0.5241,medium
suspicious_login,0.3648,0.251,1,0,medium,0.4082,medium
data_exfil,0.084,0.3228,4,1,low,0.3451,medium
data_exfil,0.6405,0.4738,1,0,medium,0.7673,medium
suspicious_login,0.5212,0.5367,2,0,low,0.5689,low
data_exfil,0.7043,0.8043,0,0,low,0.6177,low
data_exfil,0.5341,0.1933,2,0,low,0.6633,medium
malware,0.5003,0.1706,10,0,medium,0.8356,medium
brute_force,0.1619,0.3341,4,0,low,0.7419,low
brute_force,0.1416,0.0168,0,0,low,0.306,low
suspicious_login,0.0,0.6464,0,0,medium,0.4399,medium
malware,0.0,0.0777,2,0,low,0.7747,low
suspicious_login,0.3276,0.3995,7,0,low,0.6577,low
brute_force,0.0,0.1972,4,0,low,0.6881,low
data_exfil,0.219,0.3724,0,0,low,0.8799,low
other,0.2415,0.141,1,0,low,0.6958,low
other,0.3491,0.2441,0,0,medium,0.4745,medium
other,0.3228,0.3682,0,0,medium,0.4276,medium
data_exfil,0.1099,0.2285,5,0,medium,0.6207,low
data_exfil,0.3829,0.2395,3,1,high,0.7364,high
malware,0.0072,0.1716,0,0,high,0.8145,medium
data_exfil,0.3281,0.0,4,0,high,0.3493,high
malware,0.0303,0.2868,2,0,medium,0.2255,medium
other,0.2812,0.3133,5,1,high,0.3425,high
malware,0.0574,0.5454,2,0,medium,0.3918,medium
brute_force,0.4187,0.4607,12,0,medium,0.7177,medium
suspicious_login,0.854,0.6624,0,0,low,0.3822,medium
suspicious_login,0.3438,0.2508,2,0,low,0.9323,low
data_exfil,0.213,0.0809,1,0,medium,0.7574,medium
other,0.3018,0.2749,2,0,medium,0.7508,medium
malware,0.0862,0.0,1,0,high,0.495,medium
data_exfil,0.0649,0.3611,2,0,low,0.2081,low
suspicious_login,0.3201,0.4385,3,0,medium,0.8498,medium
data_exfil,0.1995,0.3852,2,0,high,0.2753,high
other,0.461,0.9496,3,1,medium,0.6744,high
malware,0.1853,0.3424,9,0,medium,0.5326,medium
brute_force,0.0549,0.1352,9,0,low,0.5416,low
other,0.0,0.1869,1,0,low,0.3816,low
suspicious_login,0.2587,0.3043,15,0,high,0.7215,high
malware,0.2918,0.2257,2,0,low,0.5415,low
brute_force,0.4447,0.2181,1,0,medium,0.2192,medium
malware,0.1471,0.1798,4,0,low,0.6673,low
brute_force,0.0124,0.0,9,0,medium,0.4015,medium
data_exfil,0.4851,0.5248,6,0,medium,0.1507,high
data_exfil,0.0,0.0,3,0,low,0.8277,low
malware,0.0,0.069,9,0,medium,0.5709,medium
malware,0.0348,0.2339,1,0,medium,0.54,low
data_exfil,0.5045,0.2237,13,0,low,0.7061,medium
other,0.0015,0.3974,4,0,high,0.5022,medium
suspicious_login,0.0199,0.3105,3,0,low,0.6485,medium
data_exfil,0.136,0.1434,2,0,low,0.5203,low
other,0.0,0.0,4,0,low,0.4799,low
other,0.397,0.4106,2,0,low,0.7481,low
suspicious_login,0.7318,0.4782,3,0,low,0.7372,medium
suspicious_login,0.0,0.0186,2,0,high,0.2956,medium
other,0.2341,0.2854,8,0,low,0.883,low
malware,0.6948,0.6917,3,0,low,0.4926,high
brute_force,0.3781,0.3923,2,1,medium,0.4206,high
brute_force,0.503,0.4713,1,0,low,0.3717,medium
data_exfil,0.3811,0.0852,10,1,low,0.5153,low
data_exfil,0.2285,0.3995,10,0,low,0.2882,medium
brute_force,0.1218,0.2294,3,0,medium,0.4083,medium
malware,0.5127,0.2644,1,0,high,0.6661,high
malware,0.3066,0.0,13,0,high,0.2274,high
brute_force,0.0,0.2082,9,0,medium,0.4814,medium
malware,0.4256,0.2819,2,0,low,0.2338,medium
brute_force,0.1899,0.0,8,0,medium,0.3898,low
suspicious_login,0.5812,0.3349,7,0,medium,0.4484,medium
malware,0.1255,0.3588,8,0,low,0.5374,low
data_exfil,0.4088,0.269,11,0,high,0.6352,medium
suspicious_login,0.1427,0.0863,3,1,low,0.4966,low
brute_force,0.3205,0.0645,2,0,low,0.6279,low
data_exfil,0.5746,0.3188,3,0,low,0.6567,medium
data_exfil,0.044,0.0,2,0,low,0.6713,low
malware,0.4259,0.4846,18,0,high,0.9152,high
brute_force,0.4026,0.4004,0,1,medium,0.2759,medium
suspicious_login,0.1688,0.364,1,1,low,0.3479,medium
suspicious_login,0.2609,0.4051,0,0,high,0.9287,medium
data_exfil,0.0872,0.0,1,0,medium,0.7614,medium
other,0.4573,0.3591,6,0,medium,0.4229,medium
brute_force,0.4186,0.2827,2,0,low,0.5672,low
other,0.1992,0.5044,0,0,medium,0.5977,medium
suspicious_login,0.02,0.1101,5,0,high,0.6362,medium
suspicious_login,0.116,0.395,2,0,low,0.7237,medium
malware,0.2055,0.4853,9,0,low,0.546,medium
suspicious_login,0.3013,0.335,5,0,medium,0.7707,medium
malware,0.0774,0.4865,7,0,low,0.5531,medium
data_exfil,0.6189,0.6926,12,0,low,0.6307,medium
brute_force,0.1748,0.0139,0,0,medium,0.4999,low
brute_force,0.3945,0.3804,4,0,medium,0.5937,medium
malware,0.512,0.4686,1,0,low,0.7155,low
data_exfil,0.3404,0.233,1,0,low,0.2585,medium
other,0.0,0.2046,1,0,low,0.7712,low
data_exfil,0.1304,0.0409,4,0,medium,0.4464,medium
other,0.7104,0.9871,5,0,medium,0.4151,high
other,0.0094,0.0796,2,0,medium,0.6472,low
suspicious_login,0.951,0.7188,4,0,low,0.7431,medium
other,0.1389,0.0,3,1,medium,0.7423,medium
malware,0.1156,0.0384,12,0,low,0.3441,low
brute_force,0.011,0.0,4,0,medium,0.3415,low
brute_force,0.5117,0.5137,14,0,medium,0.4223,medium
other,0.4569,0.1912,2,0,high,0.5515,medium
other,0.0,0.0,0,0,medium,0.3362,low
suspicious_login,0.3646,0.0721,2,1,high,0.7188,high
data_exfil,0.6992,0.402,2,0,high,0.7625,high
malware,0.3778,0.3092,0,1,medium,0.5335,medium
brute_force,0.4937,0.3837,0,0,low,0.8119,low
malware,0.5395,0.5118,12,0,high,0.3789,high
malware,0.0875,0.0,3,0,medium,0.8407,low
data_exfil,0.3075,0.3841,1,1,high,0.6615,high
suspicious_login,0.0,0.1866,5,0,low,0.9376,low
other,0.2702,0.3781,4,1,high,0.7048,high
suspicious_login,0.2238,0.0,2,0,medium,0.6813,low
malware,0.1466,0.1643,3,0,low,0.6463,low
data_exfil,0.0267,0.2186,10,0,high,0.6222,medium
malware,0.1092,0.1242,7,1,medium,0.6213,medium
data_exfil,0.1671,0.2052,12,0,low,0.7376,low
suspicious_login,0.1882,0.2822,8,1,medium,0.5933,high
suspicious_login,0.2672,0.3234,2,0,medium,0.4785,medium
other,0.2673,0.1902,2,0,medium,0.5367,medium
brute_force,0.4114,0.1458,17,0,medium,0.4348,medium
brute_force,0.1952,0.4192,2,0,low,0.2567,low
malware,0.3626,0.6616,3,0,high,0.6719,high
suspicious_login,0.8217,0.884,3,1,medium,0.5151,high
other,0.1913,0.0501,5,0,medium,0.5977,medium
data_exfil,0.4442,0.4128,13,0,medium,0.6645,medium
brute_force,0.5296,0.208,0,0,medium,0.3294,medium
suspicious_login,0.4949,0.2431,2,0,low,0.32,low
malware,0.5199,0.1648,2,0,medium,0.243,medium
malware,0.0209,0.3141,2,0,medium,0.6969,medium
data_exfil,0.4906,0.2181,8,0,high,0.5817,high
malware,0.387,0.3413,3,1,low,0.3716,medium
other,0.4308,0.4173,1,0,medium,0.2892,medium
malware,0.0,0.1642,8,0,medium,0.6265,medium
data_exfil,0.7264,0.6715,2,1,low,0.4552,medium
other,0.4013,0.0,1,0,low,0.7723,low
suspicious_login,0.2415,0.4225,7,0,low,0.589,medium
data_exfil,0.3496,0.1767,16,0,medium,0.7163,medium
other,0.3747,0.2129,2,0,high,0.3602,medium
brute_force,0.2823,0.3254,12,0,high,0.3571,high
suspicious_login,0.1283,0.4383,1,0,high,0.5101,medium
malware,0.4923,0.5972,3,0,low,0.904,low
suspicious_login,0.1377,0.0047,7,0,medium,0.9175,medium
malware,0.3713,0.3018,1,0,medium,0.4888,low
brute_force,0.5542,0.2137,15,0,low,0.8853,low
data_exfil,0.1647,0.3127,1,0,low,0.7319,low
data_exfil,0.689,0.441,1,0,medium,0.6781,medium
malware,0.3241,0.1073,6,0,medium,0.5687,medium
data_exfil,0.4478,0.6265,1,0,low,0.2629,low
brute_force,0.1973,0.1222,9,0,medium,0.5366,medium
suspicious_login,0.0,0.0915,4,0,medium,0.7288,medium
malware,0.0,0.0549,5,0,low,0.7817,low
suspicious_login,0.5349,0.6097,0,0,low,0.6857,low
other,0.1997,0.0872,0,0,medium,0.3866,medium
brute_force,0.042,0.2075,14,1,low,0.8112,medium
brute_force,0.2546,0.4652,15,0,low,0.4629,low
brute_force,0.0,0.093,4,0,medium,0.3968,medium
brute_force,0.3195,0.4818,6,1,low,0.4773,medium
data_exfil,0.5049,0.5127,0,0,high,0.3644,medium
brute_force,0.1282,0.273,0,0,medium,0.5075,medium
suspicious_login,0.0,0.4775,5,1,medium,0.7424,medium
data_exfil,0.219,0.0683,8,0,low,0.7853,low
malware,0.4273,0.4684,3,0,low,0.3971,low
brute_force,0.1896,0.1678,1,1,medium,0.6194,medium
malware,0.4801,0.4719,3,0,low,0.3401,medium
brute_force,0.2062,0.1053,2,1,medium,0.6955,medium
other,0.2007,0.0,3,0,low,0.7162,low
other,0.2381,0.4549,3,0,high,0.6885,high
data_exfil,0.0005,0.5805,3,0,low,0.5724,medium
data_exfil,0.5183,0.3532,2,0,high,0.6173,medium
suspicious_login,0.3863,0.4921,4,0,low,0.3568,medium
malware,0.2188,0.1878,11,0,low,0.33,medium
brute_force,0.351,0.5357,2,0,low,0.5244,low
other,0.5658,0.6524,13,0,medium,0.4945,medium
malware,0.5109,0.4008,1,0,medium,0.3601,medium
other,0.0672,0.1548,12,0,low,0.6908,low
suspicious_login,0.6691,0.2511,1,0,low,0.5768,low
other,0.3835,0.0103,0,0,medium,0.3517,low
suspicious_login,0.1328,0.1684,1,0,medium,0.6648,low
other,0.3942,0.2253,11,0,high,0.4951,high
other,0.3066,0.3575,2,0,high,0.6007,high
other,0.4692,0.0,7,0,medium,0.6866,medium
brute_force,0.1705,0.0,2,0,medium,0.8052,low
malware,0.0,0.0,11,0,low,0.6579,low
malware,0.1211,0.0,9,1,medium,0.3561,medium
brute_force,0.5644,0.5978,2,0,medium,0.8855,medium
brute_force,0.7366,0.5296,5,0,medium,0.5721,medium
brute_force,0.2993,0.0,2,0,low,0.8348,low
brute_force,0.0,0.1054,9,0,medium,0.4354,medium
other,0.2043,0.5673,2,0,low,0.6915,low
brute_force,0.1736,0.2599,0,0,low,0.6392,low
data_exfil,0.4474,0.3857,2,1,medium,0.9583,medium
malware,0.2944,0.128,15,0,high,0.6845,medium
other,0.2756,0.0618,3,0,medium,0.5401,medium
suspicious_login,0.1201,0.3732,1,0,low,0.6085,low
other,0.1966,0.194,2,1,medium,0.8441,high
other,0.0,0.2587,3,0,low,0.7772,medium
data_exfil,0.236,0.2881,0,0,low,0.5171,low
data_exfil,0.1427,0.3318,2,0,high,0.3417,high
brute_force,0.406,0.3646,1,0,medium,0.0665,medium
other,0.1794,0.0,3,0,low,0.5095,low
brute_force,0.4893,0.3086,4,0,low,0.8873,medium
malware,0.4013,0.3775,11,0,low,0.3085,low
brute_force,0.6231,0.3757,15,1,low,0.8447,medium
other,0.0794,0.2602,1,0,high,0.514,medium
malware,0.2295,0.4115,2,0,high,0.3892,high
brute_force,0.0269,0.3565,6,0,medium,0.7725,medium
other,0.0,0.3579,0,0,medium,0.6913,low
data_exfil,0.0599,0.2392,2,0,high,0.5015,medium
brute_force,0.4187,0.4004,2,0,medium,0.6743,low
malware,0.3945,0.1075,3,0,low,0.668,medium
other,0.2966,0.5198,9,0,medium,0.4156,high
brute_force,0.3998,0.0966,1,0,high,0.6491,medium
brute_force,0.5938,0.4079,1,0,high,0.76,high
malware,0.4106,0.2139,3,1,low,0.8711,medium
data_exfil,0.4941,0.3267,14,0,low,0.766,low
suspicious_login,0.0662,0.0502,3,0,low,0.5631,low
data_exfil,0.1193,0.0907,2,0,high,0.6835,high
other,0.3443,0.0,2,0,low,0.848,medium
other,0.405,0.4174,6,0,medium,0.4097,high
suspicious_login,0.0011,0.0325,14,0,medium,0.4731,medium
suspicious_login,0.8657,0.5936,2,0,medium,0.5779,medium
other,0.0949,0.0,15,0,medium,0.252,medium
suspicious_login,0.3008,0.3072,8,1,medium,0.5546,medium
brute_force,0.9157,0.4858,0,0,high,0.5481,high
data_exfil,0.0135,0.0,2,0,low,0.6812,low
malware,0.2169,0.2448,2,0,low,0.7044,low
brute_force,0.2384,0.1562,1,0,medium,0.5911,low
malware,0.3925,0.3787,0,1,high,0.6111,high
malware,0.0012,0.1774,1,0,low,0.5142,low
suspicious_login,0.17,0.2577,4,0,low,0.6896,low
data_exfil,0.0,0.0015,9,0,medium,0.8402,low
other,0.2088,0.1943,0,0,medium,0.2466,low
data_exfil,0.0,0.3474,10,0,medium,0.4673,medium
malware,0.4982,0.6211,2,1,low,0.2571,medium
malware,0.6348,0.375,3,0,low,0.7711,low
suspicious_login,0.2665,0.473,1,0,medium,0.7937,medium
other,0.3903,0.2031,8,0,low,0.9462,low
other,0.6451,0.5213,3,1,medium,0.4591,high
other,0.1124,0.4318,4,0,low,0.4342,low
other,0.39,0.2379,3,1,medium,0.7139,medium
suspicious_login,0.5555,0.4184,1,0,low,0.5957,medium
brute_force,0.3441,0.2292,14,1,low,0.343,low
data_exfil,0.1036,0.0831,3,0,medium,0.8137,medium
data_exfil,0.3299,0.3248,2,0,medium,0.4701,medium
malware,0.0392,0.2874,0,0,medium,0.3197,low
other,0.2956,0.2003,9,0,medium,0.4158,medium
suspicious_login,0.142,0.3207,0,0,low,0.539,low
malware,0.4028,0.4009,4,0,medium,0.3787,medium
data_exfil,0.2424,0.2386,9,0,medium,0.1925,low
data_exfil,0.0,0.0755,1,0,high,0.4457,medium
malware,0.469,0.3446,1,0,low,0.4182,low
suspicious_login,0.5108,0.1315,2,0,medium,0.527,medium
data_exfil,0.0,0.3886,8,0,low,0.5456,medium
brute_force,0.4979,0.3733,3,0,high,0.7263,high
data_exfil,0.3256,0.2362,0,0,medium,0.7353,medium
data_exfil,0.1585,0.2756,14,0,high,0.73,high
suspicious_login,0.6051,0.5003,0,0,high,0.4565,medium
data_exfil,0.2756,0.0742,5,0,medium,0.4539,low
suspicious_login,0.5741,0.2628,1,0,medium,0.4616,medium
suspicious_login,0.1241,0.311,3,0,high,0.5496,medium
brute_force,0.0,0.0305,0,0,medium,0.416,low
brute_force,0.2249,0.0,0,0,low,0.5025,low
suspicious_login,0.3378,0.3159,0,0,medium,0.601,low
brute_force,0.4009,0.4652,1,0,low,0.843,medium
suspicious_login,0.6778,0.7255,11,0,medium,0.5156,high
data_exfil,0.0003,0.1603,3,0,medium,0.7281,medium
brute_force,0.0,0.071,10,0,medium,0.4182,medium
brute_force,0.4881,0.413,3,0,low,0.6613,low
data_exfil,0.3343,0.5291,3,1,medium,0.6996,medium
malware,0.0,0.3757,3,0,high,0.6733,medium
suspicious_login,0.0,0.0836,4,0,medium,0.6398,low
brute_force,0.289,0.2906,1,0,low,0.7168,low
data_exfil,0.2157,0.2817,2,1,medium,0.5916,medium
malware,0.3033,0.0,1,0,low,0.7508,low
other,0.0,0.292,2,0,low,0.53,low
malware,0.6584,0.463,13,0,medium,0.2423,medium
other,0.1924,0.2,3,0,medium,0.4123,medium
brute_force,0.3782,0.0468,3,1,low,0.4387,medium
malware,0.5189,0.1552,17,0,medium,0.7509,medium
suspicious_login,0.4655,0.6746,10,0,medium,0.5539,high
brute_force,0.4125,0.5225,8,0,low,0.7109,medium
suspicious_login,0.5573,0.6351,13,0,medium,0.5802,medium
data_exfil,0.2041,0.2677,1,1,low,0.4947,medium
data_exfil,0.2003,0.3802,11,0,medium,0.609,low
suspicious_login,0.0462,0.0984,2,0,low,0.9181,low
other,0.1979,0.2658,6,0,low,0.6658,low
brute_force,0.0,0.4474,1,0,high,0.8204,medium
malware,0.6042,0.1572,2,0,medium,0.3825,medium
suspicious_login,0.3962,0.4361,16,0,medium,0.4783,high
brute_force,0.3045,0.3168,1,0,low,0.7234,low
suspicious_login,0.3081,0.3284,1,0,low,0.4601,low
other,0.2331,0.3728,0,0,medium,0.5365,low
data_exfil,0.3963,0.2466,3,0,high,0.4166,high
data_exfil,0.4385,0.621,8,0,low,0.5776,medium
data_exfil,0.0,0.1294,9,1,high,0.8707,high
brute_force,0.1745,0.2473,13,0,medium,0.5152,low
brute_force,0.2735,0.0565,2,0,low,0.8328,low
malware,0.0751,0.1504,2,1,high,0.8982,high
data_exfil,0.3916,0.0274,1,0,low,0.9309,low
other,0.8785,0.5543,4,0,low,0.4569,low
malware,0.2823,0.0841,3,0,low,0.4306,low
suspicious_login,0.5207,0.6055,11,0,high,0.6999,high
other,0.515,0.8869,5,0,high,0.7722,high
other,0.3831,0.2619,10,0,low,0.7628,low
malware,0.3772,0.1415,7,0,low,0.3159,low
other,0.0,0.1495,2,0,medium,0.8274,medium
brute_force,0.3501,0.6058,5,0,high,0.4531,high
malware,0.558,0.4308,4,1,medium,0.8469,medium
malware,0.5605,0.477,1,0,high,0.5288,high
data_exfil,0.5037,0.0995,3,1,medium,0.8619,high
other,0.4021,0.2207,13,0,medium,0.8558,medium
suspicious_login,0.489,0.2685,3,0,low,0.5476,medium
brute_force,0.5071,0.5223,0,0,low,0.7461,low
data_exfil,0.5238,0.3871,2,0,high,0.9382,high
malware,0.1811,0.0,3,0,high,0.7401,high
malware,0.2872,0.2635,0,0,low,0.8343,low
brute_force,0.3125,0.2752,3,1,medium,0.461,medium
malware,0.339,0.3401,2,1,medium,0.9626,high
data_exfil,0.3746,0.3426,3,0,medium,0.5724,medium
malware,0.1079,0.0495,2,0,low,0.6706,low
brute_force,0.2118,0.2979,3,0,low,0.4116,low
suspicious_login,0.0332,0.0,3,1,high,0.999,high
malware,0.2785,0.0518,7,0,medium,0.4891,medium
data_exfil,0.0699,0.1797,5,0,medium,0.4853,medium
data_exfil,0.2928,0.0667,10,1,high,0.8189,high
malware,0.3014,0.0168,1,0,low,0.4725,low
data_exfil,0.1836,0.2781,8,0,high,0.579,high
data_exfil,0.0,0.0086,2,0,medium,0.7082,medium
malware,0.0688,0.0,2,1,high,0.5478,medium
data_exfil,0.3389,0.1383,1,0,medium,0.5993,low
brute_force,0.369,0.651,12,0,medium,0.8735,high
data_exfil,0.233,0.4689,17,0,medium,0.5756,medium
other,0.0771,0.2774,0,0,high,0.6082,medium
data_exfil,0.5167,0.6074,10,0,medium,0.6211,medium
other,0.2239,0.0,1,0,low,0.3058,low
data_exfil,0.0582,0.1479,3,0,medium,0.1309,low
brute_force,0.3577,0.0872,2,0,medium,0.706,medium
malware,0.6604,0.2636,6,1,medium,0.8448,medium
malware,0.0,0.28,4,1,medium,0.6243,medium
data_exfil,0.5614,0.4185,11,0,medium,0.7431,medium
other,0.0,0.0649,1,0,medium,0.2436,medium
malware,0.0569,0.3112,1,0,low,0.5912,low
suspicious_login,0.4138,0.4191,9,0,low,0.5359,low
malware,0.6934,0.5659,0,0,medium,0.9741,medium
other,0.1716,0.436,11,0,low,0.1681,medium
data_exfil,0.0569,0.4838,0,0,high,0.5275,medium
brute_force,0.3287,0.5801,1,0,low,0.8177,low
data_exfil,0.1877,0.293,0,0,medium,0.7698,medium
data_exfil,0.4865,0.6367,3,0,medium,0.557,high
other,0.192,0.4885,5,0,high,0.8371,high
suspicious_login,0.5094,0.6239,0,0,medium,0.4397,medium
data_exfil,0.0958,0.0146,1,1,medium,0.5496,medium
other,0.4703,0.4883,0,0,medium,0.7689,low
malware,0.056,0.1888,1,0,low,0.4936,low
suspicious_login,0.0,0.1027,2,1,low,0.7695,low
other,0.3073,0.0578,1,0,medium,0.5186,medium
other,0.4253,0.2678,0,0,medium,0.426,medium
data_exfil,0.1325,0.0649,9,0,medium,0.7175,medium
suspicious_login,0.7747,0.6744,7,0,medium,0.6949,medium
suspicious_login,0.3814,0.3407,1,0,medium,0.6132,medium
data_exfil,0.082,0.0,8,0,medium,0.6372,medium
brute_force,0.5913,0.9264,2,0,low,0.8641,medium
suspicious_login,0.4435,0.3424,11,0,high,0.5597,high
other,0.4747,0.5458,2,0,medium,0.8738,medium
other,0.0332,0.2605,2,0,low,0.6386,low
brute_force,0.1804,0.3405,2,1,medium,0.3036,medium
suspicious_login,0.0899,0.2181,3,0,medium,0.4011,high
other,0.3663,0.48,3,0,low,0.7548,low
brute_force,0.3313,0.2285,3,0,medium,0.6498,medium
brute_force,0.3963,0.5816,1,0,medium,0.3332,medium
suspicious_login,0.1849,0.4013,1,0,medium,0.6547,medium
suspicious_login,0.126,0.0698,4,1,high,0.5375,high
brute_force,0.0922,0.0838,10,0,high,0.4555,medium
other,0.2646,0.2254,3,0,low,0.3338,low
brute_force,0.6637,0.4522,1,0,low,0.7551,low
malware,0.2371,0.0978,4,0,low,0.6782,low
suspicious_login,0.3993,0.5796,2,0,high,0.4402,high
other,0.1923,0.2379,1,0,medium,0.6326,low
brute_force,0.01,0.0,5,0,low,0.5539,low
suspicious_login,0.3357,0.1878,13,0,medium,0.8093,medium
malware,0.464,0.4681,1,0,medium,0.2906,medium
suspicious_login,0.2748,0.0669,1,0,low,0.941,low
malware,0.4429,0.4806,0,0,low,0.8014,low
data_exfil,0.4408,0.1921,2,0,medium,0.7858,medium
malware,0.0225,0.0,2,1,medium,0.0974,medium
malware,0.0137,0.0,15,1,low,0.8189,low
data_exfil,0.0605,0.2126,13,0,low,0.8081,low
other,0.2878,0.2696,0,0,low,0.317,low
other,0.1106,0.0,2,1,high,0.292,high
suspicious_login,0.3265,0.0933,2,1,low,0.9549,low
other,0.0858,0.1034,13,1,medium,0.8464,medium
other,0.094,0.0,1,0,medium,0.7682,low
malware,0.0452,0.3022,2,0,medium,0.6692,medium
suspicious_login,0.1377,0.2643,0,0,medium,0.4823,low
other,0.0,0.1668,10,0,medium,0.3912,medium
malware,0.6994,0.5761,1,1,high,0.3104,high
brute_force,0.4336,0.4034,12,0,high,0.658,high
other,0.123,0.1329,8,0,low,0.8046,low
malware,0.7207,0.7096,2,0,high,0.8299,high
brute_force,0.1362,0.0575,8,0,medium,0.6573,medium
other,0.0,0.098,3,0,medium,0.6635,low
other,0.0,0.0805,1,0,high,0.3037,medium
malware,0.1993,0.3356,3,0,high,0.9155,high
data_exfil,0.0,0.3673,3,0,low,0.4381,low
malware,0.2346,0.2348,10,0,low,0.4104,low
data_exfil,0.0,0.0255,5,0,medium,0.9305,medium
malware,0.6117,0.3205,14,0,high,0.4206,high
suspicious_login,0.1132,0.1741,14,0,high,0.3402,high
brute_force,0.8971,0.5237,3,0,medium,0.7972,high
malware,0.4265,0.0,6,0,medium,0.782,low
malware,0.1338,0.2597,3,0,low,0.5765,low
malware,0.2551,0.3463,4,1,medium,0.6925,high
data_exfil,0.6696,0.4429,12,0,medium,0.8693,medium
data_exfil,0.3576,0.4578,1,0,low,0.3873,low
malware,0.3834,0.1954,1,0,low,0.5576,low
